idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
636,31.825000000000003,11.995269877306358,7.202202642577074,-15,0.9431378844752631,-0.43823820457486634,0,-0.13154285374813046,-0.15796197977492463,0,0,70,0,0,0
637,31.875,12.042262127866719,7.179896231490504,-15,0.9365478435397356,-0.4540100849673046,0,-0.13205818144029452,-0.1574727454348524,0,0,70,0,0,0
638,31.925000000000004,12.088924233727738,7.156802463872076,-15,0.9299321266719843,-0.4697321780376969,0,-0.13256988869070566,-0.15696624243368668,0,0,70,0,0,0
639,31.975,12.135254915624213,7.132923872213652,-15,0.9232909152452283,-0.4854027596813665,0,-0.13307796147065112,-0.15644252631518937,0,0,70,0,0,0
640,32.025000000000006,12.181252903377093,7.108263075071893,-15,0.916624391331634,-0.5010201114424455,0,-0.13358238585105897,-0.1559016545107345,0,0,70,0,0,0
641,32.075,12.226916935928312,7.082822776781108,-15,0.9099327376973215,-0.516582520702321,0,-0.13408314800288007,-0.1553436863330106,0,0,70,0,0,0
642,32.125,12.272245761375352,7.056605767156691,-15,0.9032161377973557,-0.5320882808674466,0,-0.13458023419746712,-0.15476868296951604,0,0,70,0,0,0
643,32.175000000000004,12.317238137005562,7.029614921189186,-15,0.8964747757707155,-0.5475356915564845,0,-0.13507363080695087,-0.15417670747584936,0,0,70,0,0,0
644,32.225,12.361892829330236,7.001853198729013,-15,0.8897088364352473,-0.5629230587867764,0,-0.1355633243046141,-0.15356782476879438,0,0,70,0,0,0
645,32.275000000000006,12.406208614118427,6.973323644161885,-15,0.8829185052825945,-0.5782486951601065,0,-0.13604930126526216,-0.15294210161920138,0,0,70,0,0,0
646,32.325,12.45018427643051,6.944029386074961,-15,0.8761039684731168,-0.5935109200477414,0,-0.13653154836559123,-0.15229960664466505,0,0,70,0,0,0
647,32.375,12.493818610651491,6.913973636913755,-15,0.8692654128307821,-0.6087080597747333,0,-0.1370100523845534,-0.1516404103019995,0,0,70,0,0,0
648,32.425000000000004,12.537110420524055,6.8831596926298575,-15,0.8624030258380481,-0.6238384478034551,0,-0.1374848002037194,-0.15096458487951225,0,0,70,0,0,0
649,32.475,12.580058519181359,6.851590932319508,-15,0.8555169956307218,-0.6389004249163536,0,-0.1379557788076378,-0.15027220448907677,0,0,70,0,0,0
650,32.525000000000006,12.622661729179594,6.819270817853013,-15,0.8486075109927982,-0.6538923393979079,0,-0.13842297528419237,-0.14956334505800517,0,0,70,0,0,0
651,32.575,12.664918882530227,6.786202893495146,-15,0.8416747613512899,-0.6688125472157495,0,-0.13888637682495558,-0.14883808432072226,0,0,70,0,0,0
652,32.625,12.706828820732058,6.752390785516451,-15,0.8347189367710304,-0.6836594122009565,0,-0.13934597072554022,-0.14809650181024087,0,0,70,0,0,0
653,32.675000000000004,12.74839039480296,6.717838201795596,-15,0.8277402279494637,-0.698431306227475,0,-0.13980174438594734,-0.14733867884944007,0,0,70,0,0,0
654,32.725,12.789602465311383,6.682548931412759,-15,0.820738826211418,-0.7131266093906594,0,-0.1402536853109117,-0.14656469854214746,0,0,70,0,0,0
655,32.775000000000006,12.830463902407601,6.64652684423411,-15,0.8137149235038584,-0.7277437101849185,0,-0.14070178111024464,-0.14577464576402563,0,0,70,0,0,0
656,32.825,12.87097358585467,6.60977589048744,-15,0.8066687123906254,-0.7422810056804293,0,-0.1411460194991735,-0.14496860715326484,0,0,70,0,0,0
657,32.875,12.911130405059154,6.572300100328976,-15,0.7996003860471569,-0.7567369016989203,0,-0.14158638829867828,-0.14414667110108195,0,0,70,0,0,0
658,32.925000000000004,12.950933259101575,6.534103583401421,-15,0.7925101382551897,-0.77110981298849,0,-0.14202287543582606,-0.1433089277420276,0,0,70,0,0,0
659,32.975,12.990381056766578,6.49519052838329,-15,0.7853981633974485,-0.7853981633974478,0,-0.14245546894410138,-0.1424554689441014,0,0,70,0,0,0
660,33.025000000000006,13.029472716572869,6.455565202529577,-15,0.7782646564523164,-0.7996003860471571,0,-0.14288415696373477,-0.14158638829867828,0,0,70,0,0,0
661,33.075,13.068207166802843,6.415231951203799,-15,0.77110981298849,-0.8137149235038587,0,-0.1433089277420276,-0.14070178111024462,0,0,70,0,0,0
662,33.125,13.106583345531979,6.374195197401479,-15,0.7639338291596175,-0.8277402279494639,0,-0.14372976963367434,-0.1398017443859473,0,0,70,0,0,0
663,33.175000000000004,13.144600200657955,6.3324594412651125,-15,0.7567369016989198,-0.8416747613512905,0,-0.14414667110108198,-0.13888637682495558,0,0,70,0,0,0
664,33.225,13.18225668992948,6.290029259590682,-15,0.7495192279137998,-0.855516995630721,0,-0.14455962071468623,-0.13795577880763785,0,0,70,0,0,0
665,33.275000000000006,13.219551780974884,6.246909305325745,-15,0.7422810056804287,-0.8692654128307825,0,-0.14496860715326487,-0.1370100523845534,0,0,70,0,0,0
666,33.325,13.256484451330405,6.203104307059212,-15,0.7350224334383264,-0.8829185052825953,0,-0.14537361920424802,-0.1360493012652621,0,0,70,0,0,0
667,33.375,13.293053688468222,6.158619068502781,-15,0.7277437101849183,-0.8964747757707155,0,-0.14577464576402563,-0.13507363080695087,0,0,70,0,0,0
668,33.425000000000004,13.329258489824232,6.113458467964157,-15,0.7204450354700777,-0.9099327376973215,0,-0.14617167583825216,-0.1340831480028801,0,0,70,0,0,0
669,33.475,13.365097862825516,6.067627457812106,-15,0.7131266093906595,-0.9232909152452282,0,-0.14656469854214743,-0.13307796147065112,0,0,70,0,0,0
670,33.525000000000006,13.400570824917564,6.021131063933359,-15,0.7057886325850115,-0.9365478435397361,0,-0.14695370310079559,-0.1320581814402945,0,0,70,0,0,0
671,33.575,13.435676403591193,5.973974385181473,-15,0.6984313062274748,-0.9497020688092642,0,-0.14733867884944007,-0.13102391974218255,0,0,70,0,0,0
672,33.625,13.470413636409235,5.926162592817677,-15,0.6910548320228675,-0.9627521485447782,0,-0.14771961523377633,-0.12997528979476547,0,0,70,0,0,0
673,33.675000000000004,13.504781571032904,5.877700929943797,-15,0.6836594122009564,-0.9756966516579738,0,-0.1480965018102409,-0.12891240659213402,0,0,70,0,0,0
674,33.725,13.538779265247907,5.828594710927282,-15,0.6762452495109122,-0.9885341586382121,0,-0.14846932824629788,-0.127835386691409,0,0,70,0,0,0
675,33.775000000000006,13.572405786990293,5.778849320818419,-15,0.6688125472157493,-1.0012632617081896,0,-0.1488380843207223,-0.1267443481999594,0,0,70,0,0,0
676,33.825,13.605660214371975,5.728470214759815,-15,0.6613615090867564,-1.0138825649783092,0,-0.14920275992388002,-0.1256394107624506,0,0,70,0,0,0
677,33.875,13.638541635706028,5.677462917388173,-15,0.6538923393979076,-1.0263906845997606,0,-0.14956334505800517,-0.1245206955477243,0,0,70,0,0,0
678,33.925000000000004,13.67104914953168,5.625833022228445,-15,0.6464052429202626,-1.0387862489162738,0,-0.1499198298374742,-0.12338832523551045,0,0,70,0,0,0
679,33.975,13.703181864639014,5.573586191080459,-15,0.6389004249163541,-1.0510678986145359,0,-0.15027220448907674,-0.1222424240029746,0,0,70,0,0,0
680,34.025000000000006,13.734938900093416,5.5207281533980055,-15,0.6313780911345576,-1.0632342868732576,0,-0.1506204593522838,-0.12108311751109974,0,0,70,0,0,0
681,34.075,13.766319385259717,5.467264705660586,-15,0.6238384478034545,-1.0752840795108614,0,-0.15096458487951228,-0.11991053289090718,0,0,70,0,0,0
682,34.125,13.797322459826063,5.413201710737717,-15,0.6162817016261753,-1.0872159551317964,0,-0.15130457163638705,-0.11872479872951425,0,0,70,0,0,0
683,34.175000000000004,13.827947273827508,5.358545097246024,-15,0.6087080597747334,-1.0990286052714415,0,-0.1516404103019995,-0.11752604505603369,0,0,70,0,0,0
684,34.225,13.858192987669302,5.303300858899107,-15,0.6011177298843464,-1.1107207345395913,0,-0.1519720916691629,-0.11631440332731466,0,0,70,0,0,0
685,34.275000000000006,13.888058772149922,5.2474750538502395,-15,0.5935109200477415,-1.1222910607625145,0,-0.15229960664466505,-0.11509000641352654,0,0,70,0,0,0
686,34.325,13.9175438084838,5.191073804028051,-15,0.5858878388094542,-1.133738315123554,0,-0.15262294624951742,-0.11385298858358872,0,0,70,0,0,0
687,34.375,13.946647288323772,5.134103294465164,-15,0.5782486951601064,-1.145061242302271,0,-0.1529421016192014,-0.11260348549044612,0,0,70,0,0,0
688,34.425000000000004,13.975368413783235,5.076569772619953,-15,0.5705936985306804,-1.156258600612102,0,-0.15325706400391134,-0.11134163415619354,0,0,70,0,0,0
689,34.475,14.003706397458027,5.018479547691437,-15,0.5629230587867766,-1.167329162136525,0,-0.15356782476879438,-0.11006757295704964,0,0,70,0,0,0
690,34.525000000000006,14.031660462448011,4.9598389899273885,-15,0.555236986222857,-1.1782717128637166,0,-0.15387437539418714,-0.10878144160818211,0,0,70,0,0,0
691,34.575,14.059229842378373,4.90065452992579,-15,0.5475356915564842,-1.1890850528196777,0,-0.15417670747584938,-0.10748338114838683,0,0,70,0,0,0
692,34.625,14.086413781420637,4.840932657929629,-15,0.5398193859225416,-1.1997679961998255,0,-0.15447481272519434,-0.10617353392462103,0,0,70,0,0,0
693,34.675000000000004,14.113211534313383,4.780679923115174,-15,0.5320882808674464,-1.2103193714990337,0,-0.15476868296951604,-0.10485204357639345,0,0,70,0,0,0
694,34.725,14.139622366382676,4.71990293287378,-15,0.5243425883433483,-1.2207380216400983,0,-0.15505831015221333,-0.1035190550200125,0,0,70,0,0,0
695,34.775000000000006,14.165645553562216,4.6586083520873265,-15,0.5165825207023212,-1.2310228041006224,0,-0.1553436863330106,-0.10217471443269494,0,0,70,0,0,0
696,34.825,14.19128038241318,4.5968029023973225,-15,0.5088082906905395,-1.2411725910383105,0,-0.15562480368817574,-0.10081916923653543,0,0,70,0,0,0
697,34.875,14.216526150143785,4.5344933614678125,-15,0.5010201114424456,-1.2511862694146474,0,-0.1559016545107345,-0.09945256808234045,0,0,70,0,0,0
698,34.925000000000004,14.241382164628558,4.471686562242118,-15,0.4932181964749079,-1.2610627411169557,0,-0.15617423121068166,-0.09807506083332655,0,0,70,0,0,0
699,34.975,14.265847744427303,4.408389392193549,-15,0.48540275968136665,-1.2708009230788149,0,-0.15644252631518935,-0.09668679854868688,0,0,70,0,0,0
700,35.025000000000006,14.289922218803795,4.3446087925700905,-15,0.477574015325969,-1.280399747398834,0,-0.15670653246881172,-0.09528793346702508,0,0,70,0,0,0
701,35.075,14.313604927744151,4.2803517576332375,-15,0.4697321780376968,-1.2898581614577567,0,-0.15696624243368668,-0.09387861898966127,0,0,70,0,0,0
702,35.125,14.336895221974952,4.215625333890978,-15,0.46187746280447967,-1.2991751280338955,0,-0.15722164908973443,-0.09245900966380931,0,0,70,0,0,0
703,35.175000000000004,14.359792462981009,4.150436619325081,-15,0.45401008496730444,-1.308349625416872,0,-0.1574727454348524,-0.09102926116562945,0,0,70,0,0,0
704,35.225,14.382296023022896,4.084792762612705,-15,0.44613026021430824,-1.3173806475196617,0,-0.15771952458510752,-0.08958953028315624,0,0,70,0,0,0
705,35.275000000000006,14.404405285154148,4.018700962342471,-15,0.43823820457486645,-1.3262672039889207,0,-0.15796197977492463,-0.0881399748991051,0,0,70,0,0,0
706,35.325,14.42611964323817,3.9521684662250802,-15,0.43033413441367246,-1.3350083203135887,0,-0.15820010435727233,-0.08668075397355918,0,0,70,0,0,0
707,35.375,14.447438501964873,3.8852025702984765,-15,0.42241826642480185,-1.343603037931758,0,-0.15843389180384485,-0.08521202752653674,0,0,70,0,0,0
708,35.425000000000004,14.468361276866972,3.8178106181277855,-15,0.41449081762577406,-1.352050414335788,0,-0.15866333570524122,-0.08373395662044372,0,0,70,0,0,0
709,35.475,14.488887394336025,3.7499999999999996,-15,0.40655200535160224,-1.3603495231756635,0,-0.15888842977114107,-0.08224670334241131,0,0,70,0,0,0
710,35.525000000000006,14.509016291638153,3.6817781521135546,-15,0.3986020472488354,-1.3684994543605766,0,-0.15910916783047677,-0.08075043078652129,0,0,70,0,0,0
711,35.575,14.528747416929466,3.613152555762864,-15,0.39064116126959114,-1.3764993141587316,0,-0.159325543831603,-0.07924530303592094,0,0,70,0,0,0
712,35.625,14.548080229271203,3.544130736517903,-15,0.38266956566557936,-1.384348225295352,0,-0.1595375518424624,-0.07773148514482925,0,0,70,0,0,0
713,35.675000000000004,14.567014198644541,3.4747202633989622,-15,0.37468747898212107,-1.3920453270488824,0,-0.15974518605074814,-0.07620914312043726,0,0,70,0,0,0
714,35.725,14.585548805965148,3.4049287480466015,-15,0.3666951200521544,-1.3995897753453763,0,-0.15994844076406364,-0.07467844390470314,0,0,70,0,0,0
715,35.775000000000006,14.603683543097402,3.3347638438869582,-15,0.3586927079902368,-1.4069807428510606,0,-0.16014731041007818,-0.0731395553560453,0,0,70,0,0,0
716,35.825,14.621417912868326,3.264233245292454,-15,0.35068046218653665,-1.4142174190630599,0,-0.16034178953668002,-0.07159264623093467,0,0,70,0,0,0
717,35.875,14.63875142908121,3.1933446867380435,-15,0.3426586023008214,-1.4212990103982766,0,-0.1605318728121256,-0.07003788616538913,0,0,70,0,0,0
718,35.925000000000004,14.655683616528954,3.1221059419530093,-15,0.3346273482564312,-1.4282247402804193,0,-0.16071755502518598,-0.06847544565637034,0,0,70,0,0,0
719,35.975,14.672214011007085,3.0505248230685003,-15,0.3265869202342524,-1.4349938492251606,0,-0.1608988310852894,-0.06690549604308713,0,0,70,0,0,0
720,36.025000000000006,14.688342159326487,2.9786091797608547,-15,0.31853753866668166,-1.4416055949234228,0,-0.1610756960226612,-0.06532820948820643,0,0,70,0,0,0
721,36.075,14.704067619325828,2.906366898390771,-15,0.31047942423157976,-1.4480592523227835,0,-0.16124814498845969,-0.06374375895897329,0,0,70,0,0,0
722,36.125,14.719389959883676,2.8338059011385033,-15,0.3024127978462255,-1.4543541137069826,0,-0.16141617325490937,-0.062152318208243476,0,0,70,0,0,0
723,36.175000000000004,14.734308760930329,2.760934145135086,-15,0.2943378806612554,-1.4604894887735322,0,-0.16157977621543052,-0.06055406175542917,0,0,70,0,0,0
724,36.225,14.748823613459319,2.6877596215897515,-15,0.28625489405460297,-1.4664647047094175,0,-0.16173894938476527,-0.05894916486736106,0,0,70,0,0,0
725,36.275000000000006,14.762934119538627,2.614290354913615,-15,0.27816405962542967,-1.472279106264876,0,-0.16189368839910076,-0.05733780353906861,0,0,70,0,0,0
726,36.325,14.77663989232161,2.5405344018396847,-15,0.2700655991880479,-1.4779320558252553,0,-0.16204398901618883,-0.05572015447447972,0,0,70,0,0,0
727,36.375,14.789940556057575,2.466499850539372,-15,0.26195973476584167,-1.4834229334809323,0,-0.16218984711546203,-0.05409639506704362,0,0,70,0,0,0
728,36.425000000000004,14.802835746102108,2.392194819735524,-15,0.25384668858517917,-1.4887511370952968,0,-0.16233125869814694,-0.052466703380277535,0,0,70,0,0,0
729,36.475,14.815325108927066,2.3176274578121063,-15,0.2457266830693194,-1.4939160823707778,0,-0.1624682198873736,-0.05083125812823979,0,0,70,0,0,0
730,36.525000000000006,14.827408302130253,2.2428059419206523,-15,0.23759994083231534,-1.498917202912923,0,-0.1626007269282818,-0.04919023865593208,0,0,70,0,0,0
731,36.575,14.839084994444825,2.1677384770835344,-15,0.22946668467290982,-1.5037539502925072,0,-0.16272877618812412,-0.04754382491963199,0,0,70,0,0,0
732,36.625,14.850354865748363,2.092433295294218,-15,0.2213271375684305,-1.5084257941056751,0,-0.16285236415636534,-0.04589219746715939,0,0,70,0,0,0
733,36.675000000000004,14.861217607071653,2.016898654614493,-15,0.2131815226686721,-1.5129322220321055,0,-0.16297148744477893,-0.044235537418076454,0,0,70,0,0,0
734,36.725,14.871672920607155,1.9411428382689042,-15,0.2050300632897815,-1.5172727398911938,0,-0.16308614278753977,-0.04257402644382637,0,0,70,0,0,0
735,36.775000000000006,14.881720519717168,1.8651741537364113,-15,0.19687298290813599,-1.521446871696243,0,-0.16319632704131376,-0.04090784674781112,0,0,70,0,0,0
736,36.825,14.891360128941683,1.7890009318393552,-15,0.18871050515421398,-1.525454159706663,0,-0.1633020371853438,-0.03923718104541036,0,0,70,0,0,0
737,36.875,14.900591484005947,1.7126315258299212,-15,0.18054285380646742,-1.5292941644781655,0,-0.16340327032153298,-0.037562212543945275,0,0,70,0,0,0
738,36.925000000000004,14.909414331827696,1.6360743104740674,-15,0.17237025278518217,-1.5329664649109538,0,-0.16350002367452374,-0.03588312492258687,0,0,70,0,0,0
739,36.975,14.9178284305241,1.559337681133195,-15,0.1641929261463453,-1.5364706582959031,0,-0.16359229459177402,-0.03420010231221479,0,0,70,0,0,0
740,37.025000000000006,14.925833549418394,1.4824300528434475,-15,0.15601109807549665,-1.539806360358719,0,-0.16368008054362995,-0.032513329275224045,0,0,70,0,0,0
741,37.075,14.9334294690462,1.4053598593929344,-15,0.14782499288158546,-1.542973205302082,0,-0.16376337912339542,-0.030822990785286282,0,0,70,0,0,0
742,37.125,14.940615981161542,1.3281355523968759,-15,0.13963483499082152,-1.545970845845755,0,-0.16384218804739772,-0.029129272207065446,0,0,70,0,0,0
743,37.175000000000004,14.947392888742566,1.2507656003707663,-15,0.1314408489405199,-1.5487989532646738,0,-0.16391650515505043,-0.027432359275889974,0,0,70,0,0,0
744,37.225,14.95376000599692,1.1732584878017323,-15,0.12324325937294808,-1.551457217424989,0,-0.16398632840891247,-0.025732438077385383,0,0,70,0,0,0
745,37.275000000000006,14.959717158366871,1.095622714218086,-15,0.11504229102916431,-1.55394534681808,0,-0.16405165589474405,-0.02402969502706731,0,0,70,0,0,0
746,37.325,14.96526418253408,1.0178667932572802,-15,0.10683816874285876,-1.55626306859252,0,-0.1641124858215592,-0.022324316849899477,0,0,70,0,0,0
747,37.375,14.970400926424073,0.939999251732284,-15,0.09863111743418891,-1.5584101285839975,0,-0.1641688165216747,-0.02061649055981701,0,0,70,0,0,0
748,37.425000000000004,14.975127249210425,0.8620286286965,-15,0.09042136210361074,-1.5603862913431905,0,-0.16422064645075599,-0.01890640343921778,0,0,70,0,0,0
749,37.475,14.979443021318607,0.7839634745073997,-15,0.08220912782571446,-1.5621913401615823,0,-0.16426797418785932,-0.017194243018425637,0,0,70,0,0,0
750,37.525000000000006,14.98334812442955,0.7058123498888577,-15,0.07399463974305157,-1.5638250770952287,0,-0.16431079843547097,-0.015480197055125093,0,0,70,0,0,0
751,37.575,14.986842451482875,0.6275838249923646,-15,0.06577812305996163,-1.5652873229864652,0,-0.16434911801954244,-0.013764453513771412,0,0,70,0,0,0
752,37.625,14.989925906679844,0.5492864784572377,-15,0.057559803036400764,-1.5665779174835515,0,-0.16438293188952308,-0.01204720054497873,0,0,70,0,0,0
753,37.675000000000004,14.992598405485975,0.47092889646984853,-15,0.04933990498176319,-1.5676967190582567,0,-0.16441223911838854,-0.010328626464886605,0,0,70,0,0,0
754,37.725,14.99485987463336,0.39251967182207853,-15,0.041118654248707004,-1.568643605021381,0,-0.16443703890266625,-0.008608919734509637,0,0,70,0,0,0
755,37.775000000000006,14.996710252122682,0.3140674029689986,-15,0.032896276226973664,-1.5694184715362083,0,-0.1644573305624577,-0.006888268939070074,0,0,70,0,0,0
756,37.825,14.998149487224909,0.23558069308595844,-15,0.024672996337209412,-1.5700212336298927,0,-0.16447311354145674,-0.005166862767317459,0,0,70,0,0,0
757,37.875,14.999177540482682,0.15706814912517833,-15,0.016449040024788152,-1.5704518252027784,0,-0.16448438740696503,-0.003444889990837377,0,0,70,0,0,0
758,37.925000000000004,14.999794383711402,0.07853838087184281,-15,0.008224632753624742,-1.5707101990356473,0,-0.16449115184990387,-0.0017225394433492713,0,0,70,0,0,0
759,37.975,15.0,4.249154173235985e-15,-15,4.449703844869527e-16,-1.5707963267948963,0,-0.16449340668482262,-9.319437939794908e-17,0,0,70,0,0,0
760,38.025000000000006,14.999794383711402,-0.0785383808718443,-15,-0.0082246327536249,-1.5707101990356473,0,-0.16449115184990387,0.0017225394433493038,0,0,70,0,0,0
761,38.075,14.999177540482682,-0.15706814912517983,-15,-0.016449040024788312,-1.5704518252027784,0,-0.16448438740696503,0.00344488999083741,0,0,70,0,0,0
762,38.125,14.998149487224909,-0.23558069308595994,-15,-0.024672996337209575,-1.5700212336298927,0,-0.16447311354145674,0.005166862767317492,0,0,70,0,0,0
763,38.175000000000004,14.996710252122682,-0.31406740296899677,-15,-0.03289627622697346,-1.5694184715362083,0,-0.1644573305624577,0.006888268939070035,0,0,70,0,0,0
764,38.225,14.99485987463336,-0.39251967182207675,-15,-0.04111865424870682,-1.568643605021381,0,-0.16443703890266625,0.008608919734509599,0,0,70,0,0,0
765,38.275000000000006,14.992598405485975,-0.4709288964698501,-15,-0.04933990498176335,-1.5676967190582567,0,-0.16441223911838854,0.010328626464886638,0,0,70,0,0,0
766,38.325,14.989925906679844,-0.5492864784572391,-15,-0.05755980303640092,-1.5665779174835515,0,-0.16438293188952308,0.012047200544978761,0,0,70,0,0,0
767,38.375,14.986842451482875,-0.6275838249923661,-15,-0.06577812305996178,-1.5652873229864652,0,-0.16434911801954244,0.013764453513771445,0,0,70,0,0,0
768,38.425000000000004,14.98334812442955,-0.7058123498888591,-15,-0.07399463974305172,-1.5638250770952287,0,-0.16431079843547097,0.015480197055125124,0,0,70,0,0,0
769,38.475,14.979443021318607,-0.7839634745073979,-15,-0.08220912782571427,-1.5621913401615823,0,-0.16426797418785932,0.017194243018425596,0,0,70,0,0,0
770,38.525000000000006,14.975127249210425,-0.8620286286964982,-15,-0.09042136210361054,-1.5603862913431905,0,-0.16422064645075599,0.01890640343921774,0,0,70,0,0,0
771,38.575,14.970400926424073,-0.9399992517322855,-15,-0.09863111743418905,-1.5584101285839975,0,-0.1641688165216747,0.02061649055981704,0,0,70,0,0,0
772,38.625,14.96526418253408,-1.0178667932572818,-15,-0.10683816874285892,-1.5562630685925198,0,-0.1641124858215592,0.02232431684989951,0,0,70,0,0,0
773,38.675000000000004,14.959717158366871,-1.0956227142180879,-15,-0.11504229102916447,-1.55394534681808,0,-0.16405165589474405,0.024029695027067352,0,0,70,0,0,0
774,38.725,14.95376000599692,-1.1732584878017305,-15,-0.1232432593729479,-1.551457217424989,0,-0.16398632840891247,0.02573243807738534,0,0,70,0,0,0
775,38.775000000000006,14.947392888742566,-1.2507656003707677,-15,-0.13144084894052008,-1.5487989532646735,0,-0.16391650515505043,0.02743235927589,0,0,70,0,0,0
776,38.825,14.940615981161542,-1.3281355523968772,-15,-0.13963483499082172,-1.545970845845755,0,-0.16384218804739772,0.029129272207065477,0,0,70,0,0,0
777,38.875,14.9334294690462,-1.4053598593929324,-15,-0.1478249928815853,-1.542973205302082,0,-0.16376337912339542,0.030822990785286237,0,0,70,0,0,0
778,38.925000000000004,14.925833549418394,-1.4824300528434489,-15,-0.15601109807549685,-1.539806360358719,0,-0.16368008054362995,0.03251332927522407,0,0,70,0,0,0
779,38.975,14.917828430524102,-1.559337681133193,-15,-0.16419292614634515,-1.5364706582959031,0,-0.16359229459177405,0.03420010231221474,0,0,70,0,0,0
780,39.025000000000006,14.909414331827696,-1.636074310474069,-15,-0.17237025278518237,-1.5329664649109538,0,-0.16350002367452374,0.035883124922586905,0,0,70,0,0,0
781,39.075,14.900591484005947,-1.7126315258299196,-15,-0.18054285380646726,-1.5292941644781655,0,-0.16340327032153298,0.037562212543945234,0,0,70,0,0,0
782,39.125,14.891360128941683,-1.7890009318393598,-15,-0.18871050515421448,-1.525454159706663,0,-0.1633020371853438,0.03923718104541046,0,0,70,0,0,0
783,39.175,14.881720519717168,-1.8651741537364093,-15,-0.1968729829081358,-1.5214468716962435,0,-0.16319632704131376,0.040907846747811075,0,0,70,0,0,0
784,39.225,14.871672920607157,-1.9411428382689027,-15,-0.20503006328978132,-1.517272739891194,0,-0.1630861427875398,0.04257402644382633,0,0,70,0,0,0
785,39.275000000000006,14.861217607071653,-2.0168986546144945,-15,-0.21318152266867224,-1.5129322220321055,0,-0.16297148744477893,0.04423553741807649,0,0,70,0,0,0
786,39.325,14.850354865748363,-2.092433295294223,-15,-0.221327137568431,-1.5084257941056751,0,-0.16285236415636534,0.045892197467159494,0,0,70,0,0,0
787,39.375,14.839084994444825,-2.167738477083539,-15,-0.22946668467291034,-1.503753950292507,0,-0.16272877618812412,0.047543824919632084,0,0,70,0,0,0
788,39.425,14.827408302130253,-2.2428059419206505,-15,-0.2375999408323151,-1.498917202912923,0,-0.1626007269282818,0.049190238655932035,0,0,70,0,0,0
789,39.475,14.815325108927066,-2.3176274578121046,-15,-0.24572668306931922,-1.493916082370778,0,-0.1624682198873736,0.05083125812823975,0,0,70,0,0,0
790,39.525000000000006,14.802835746102108,-2.392194819735525,-15,-0.25384668858517934,-1.4887511370952966,0,-0.16233125869814694,0.052466703380277556,0,0,70,0,0,0
791,39.575,14.789940556057575,-2.4664998505393734,-15,-0.26195973476584183,-1.4834229334809323,0,-0.16218984711546203,0.054096395067043654,0,0,70,0,0,0
792,39.625,14.776639892321608,-2.540534401839686,-15,-0.27006559918804807,-1.4779320558252553,0,-0.1620439890161888,0.05572015447447974,0,0,70,0,0,0
793,39.675,14.76293411953863,-2.6142903549136136,-15,-0.2781640596254295,-1.472279106264876,0,-0.1618936883991008,0.05733780353906858,0,0,70,0,0,0
794,39.725,14.748823613459319,-2.68775962158975,-15,-0.2862548940546027,-1.4664647047094175,0,-0.16173894938476527,0.058949164867361036,0,0,70,0,0,0
795,39.775000000000006,14.73430876093033,-2.760934145135084,-15,-0.29433788066125516,-1.4604894887735325,0,-0.16157977621543052,0.06055406175542914,0,0,70,0,0,0
796,39.825,14.719389959883676,-2.8338059011385046,-15,-0.3024127978462256,-1.4543541137069826,0,-0.16141617325490937,0.06215231820824351,0,0,70,0,0,0
797,39.875,14.704067619325826,-2.9063668983907753,-15,-0.3104794242315803,-1.4480592523227833,0,-0.16124814498845966,0.06374375895897338,0,0,70,0,0,0
798,39.925,14.688342159326487,-2.978609179760853,-15,-0.3185375386666814,-1.441605594923423,0,-0.1610756960226612,0.06532820948820639,0,0,70,0,0,0
799,39.975,14.672214011007085,-3.0505248230685016,-15,-0.32658692023425256,-1.4349938492251604,0,-0.1608988310852894,0.06690549604308715,0,0,70,0,0,0
800,40.025000000000006,14.655683616528954,-3.12210594195301,-15,-0.3346273482564313,-1.4282247402804191,0,-0.16071755502518598,0.06847544565637037,0,0,70,0,0,0
801,40.075,14.63875142908121,-3.193344686738045,-15,-0.34265860230082146,-1.4212990103982763,0,-0.1605318728121256,0.07003788616538917,0,0,70,0,0,0
802,40.125,14.621417912868326,-3.264233245292458,-15,-0.3506804621865371,-1.4142174190630596,0,-0.16034178953668002,0.07159264623093475,0,0,70,0,0,0
803,40.175,14.603683543097404,-3.334763843886957,-15,-0.3586927079902366,-1.4069807428510608,0,-0.16014731041007818,0.07313955535604527,0,0,70,0,0,0
804,40.225,14.58554880596515,-3.4049287480466,-15,-0.36669512005215416,-1.3995897753453763,0,-0.15994844076406364,0.07467844390470313,0,0,70,0,0,0
805,40.275000000000006,14.567014198644541,-3.4747202633989636,-15,-0.3746874789821212,-1.3920453270488822,0,-0.15974518605074814,0.07620914312043729,0,0,70,0,0,0
806,40.325,14.548080229271202,-3.5441307365179044,-15,-0.38266956566557947,-1.384348225295352,0,-0.15953755184246238,0.07773148514482928,0,0,70,0,0,0
807,40.375,14.528747416929466,-3.6131525557628654,-15,-0.39064116126959125,-1.3764993141587314,0,-0.159325543831603,0.07924530303592098,0,0,70,0,0,0
808,40.425,14.509016291638153,-3.681778152113553,-15,-0.39860204724883525,-1.3684994543605769,0,-0.15910916783047677,0.08075043078652126,0,0,70,0,0,0
809,40.475,14.488887394336025,-3.749999999999998,-15,-0.4065520053516021,-1.3603495231756635,0,-0.15888842977114107,0.08224670334241127,0,0,70,0,0,0
